id;Kanji;Grade;"Reading within Joyo";"Reading beyond Joyo";"On within Joyo";"Translation of On";"Kun within Joyo";"Translation of Kun";Left1sound;Left2sound;Left3sound;Left4sound;Left5sound;Left6sound;Right1sound;Right2sound;Right3sound;Right4sound;Right5sound;Right6sound;Right7sound
1027;譲;7;ジョウ、ゆず-る;;joo;"turn over, hand over, transfer, convey, assign, deed, bequeath, give away, give up; sell, dispose of; yield to; be inferior to; defer, postpone ";yuzu(ru);"turn over, hand over, transfer, convey, assign, deed, bequeath, give away, give up; sell, dispose of; yield to; be inferior to; defer, postpone ";zyoo;yuzu;;;;;zyoo;;;;;;
1283;遜;7;ソン;へりくだ;son;"humble oneself, condescend, be modest";-;-;son;;;;;;son;;;;;;
260;勘;7;カン;;kan;"perception, intuition; the sixth sense";-;-;kan;;;;;;kan;;;;;;
1028;醸;7;ジョウ、かも-す;;joo;"brew, cause, give rise to";kamo(su);"brew, cause, give rise to";zyoo;;;;;;;;;;;;
1796;塀;7;ヘイ;;hei;"wall, fence";-;-;;;;;;;bei;;;;;;
2052;竜;7;リュウ、たつ;リョウ;ryuu;"dragon; imperial";tatsu;dragon;ryuu;tatu;;;;;ryuu;ryoo;;;;;
5;曖;7;アイ;;ai;"dark; not clear";-;-;ai;;;;;;;;;;;;
261;患;7;カン、わずら-う;;kan;disease;wazura(u);"be ill, suffer from; be afficted";kan;;;;;;kan;;;;;;
1797;幣;7;ヘイ;ぬさ;hei;"Shinto zigzag paper offerings; bad habit; humble prefix; gift";-;-;hei;;;;;;hei;;;;;;
2053;粒;7;リュウ、つぶ;;ryuu;"grain, drop";tsubu;"grain, drop; counter for tiny particles";ryuu;;;;;;tubu;ryuu;;;;;
262;貫;7;カン、つらぬ-く;;kan;"8.3/1 pounds";tsuranu(ku);"pierce, penetrate, perforate; shoot through; attain (one's object)";kan;;;;;;kan;gan;;;;;
518;肩;7;ケン、かた;;ken;shoulder;kata;shoulder;kata;ken;;;;;kata;ken;;;;;
774;伺;7;シ、うかが-う;;shi;"visit; ask, inquire, question; hear, be told; implore (a good for an oracle) ";ukaga(u);"visit; ask, inquire, question; hear, be told; implore (a good for an oracle) ";si;;;;;;;;;;;;
1030;拭;7;ショク、ふ-く、ぬぐ-う;;shoku;"wipe, mop, swab";"fu(ku), nugu(u)";"wipe, mop, swab";;;;;;;syoku;;;;;;
1286;汰;7;タ;;ta;"luxury; select";-;-;;;;;;;ta;;;;;;
1798;弊;7;ヘイ;;hei;"evil, abuse, vice, bad custom; breakage; our (humble); Shinto zigzag paper offering; tribute ";-;;hei;;;;;;hei;;;;;;
2054;隆;7;リュウ;ル、たか;ryuu;"high, noble, prosperity";-;-;ryuu;;;;;;ryuu;;;;;;
7;握;7;アク、にぎ-る;;aku;"grasp, hold; make (sushi balls); assume (power); make (money); get (proof)";nigi(ru);"grasp, hold; make (sushi balls); assume (power); make (money); get (proof)";aku;;;;;;aku;;;;;;
1799;蔽;7;ヘイ;おお;hei;"cover, covering; shade; mantle, coat; hood, bonnet; casing; awning";-;-;;;;;;;pei;hei;;;;;
2055;硫;7;リュウ;いおう;ryuu;sulphur;-;-;ryuu;ioo;;;;;ryuu;;;;;;
264;喚;7;カン;よ;kan;"cry, scream, yell, shout, clamor";-;-;kan;;;;;;kan;;;;;;
1288;妥;7;ダ;;da;"peace; depravity";-;-;da;;;;;;;;;;;;
1800;餅;7;ヘイ、もち;;hei;"rice cake";mochi;"rice cake";moti;;;;;;moti;pei;bei;;;;
2056;侶;7;リョ;;ryo;"companion, follower";-;-;;;;;;;ryo;;;;;;
9;扱;7;あつか-う;;-;-;atsuka(u);"treat; entertain; manage, deal with, conduct, work on; handle; manipulate";;;;;;;;;;;;;
265;堪;7;カン、た-える;;kan;"endure; support; withstand, resist, brave, weather; be fit for, be equal to";ta(eru);"endure; support; withstand, resist, brave, weather; be fit for, be equal to";ta;kan;;;;;kan;;;;;;
1033;殖;7;ショク、ふ-える、ふ-やす;;shoku;increase;"fu(eru), fu(yasu)";"increase, multiply, accrue; (water) rises. add to, raise, augment";syoku;;;;;;syoku;;;;;;
1289;唾;7;ダ、つば;;da;"sputum; saliva";tsuba;"sputum; saliva";da;;;;;;;;;;;;
10;宛;7;あ-てる;エン;-;-;a(teru);"address (a letter)";a;en;;;;;a;;;;;;
266;換;7;カン、か-える、か-わる;;kan;"change, turn, convert, exchange, renew, substitute, replace";"ka(eru), ka(waru)";"change, turn, convert, exchange, renew, substitute, replace; relieve";kan;;;;;;kan;;;;;;
522;倹;7;ケン;;ken;economy;-;-;ken;;;;;;ken;;;;;;
778;刺;7;シ、さ-す、さ-さる;とげ;shi;"calling card";"sa(su), sa(saru)";"pierce, thrust, stab, prick; bite, sting; pin down; sew, stitch; put (a runner) out; pole (a boat); stick. be stuck ";si;sa;;;;;si;sa;;;;;
1034;飾;7;ショク、かざ-る;シキ;shoku;"ornament, decorate, adorn, embellish; exhibit, be ostentatious; whitewash";kaza(ru);"ornament, decorate, adorn, embellish; exhibit, be ostentatious; whitewash";;;;;;;syoku;;;;;;
1290;堕;7;ダ;お;da;"descend to, lapse into, degenerate";-;-;da;;;;;;;;;;;;
1546;瞳;7;ドウ、ひとみ;トウ;doo;"pupil of the eye";hitomi;"pupil of the eye";doo;;;;;;;;;;;;
1802;壁;7;ヘキ、かべ;;heki;"wall; lining (of the stomach); fence; partition";kabe;wall;heki;kabe;;;;;heki;peki;kabe;;;;
2058;虜;7;リョ;とりこ;ryo;"captive; barbarian; low epithet for the enemy";-;-;ryo;;;;;;ryo;;;;;;
11;嵐;7;あらし;ラン;-;-;arashi;"storm, tempest";;;;;;;arasi;ran;;;;;
267;敢;7;カン;あ;kan;"sad, tragic, pitiful; frail, feeble; fleeting; unkind";-;-;kan;;;;;;kan;;;;;;
523;兼;7;ケン、か-ねる;;ken;"and, in addition, concurrently";ka(neru);"combine with, serve as both; hold an additional post; use with";ken;;;;;;;;;;;;
1035;触;7;ショク、ふ-れる、さわ-る;;shoku;touching;"fu(reru), sawa(ru)";"touch, feel, hit, strike, graze; announce, proclaim, mention, refer to; conflict with, be contrary to";syoku;syoQ;hu;;;;syoku;;;;;;
1291;惰;7;ダ;;da;laziness;-;-;da;;;;;;da;;;;;;
1547;峠;7;とうげ;;-;-;tooge;"mountain pass; crisis, crest, climax";;;;;;;;;;;;;
1803;璧;7;ヘキ;;heki;"ball, bowl, sphere, bulb";-;-;;;;;;;peki;heki;;;;;
2059;慮;7;リョ;;ryo;"thought, concern, agreement";-;-;ryo;;;;;;ryo;;;;;;
268;棺;7;カン;ひつぎ;kan;"casket, coffin";-;-;kan;;;;;;kan;;;;;;
524;剣;7;ケン、つるぎ;;ken;"sword, saber, blade, bayonet; sting; clock hand";tsurugi;sword;ken;;;;;;ken;;;;;;
1036;嘱;7;ショク;;shoku;requesting;-;-;syoku;;;;;;syoku;;;;;;
1292;駄;7;ダ;タ;da;"horse load; pack horse; sending by horses";-;-;da;;;;;;da;ta;;;;;
1548;匿;7;トク;かく;toku;"shelter, shield, hide";-;-;toku;;;;;;toku;;;;;;
1804;癖;7;ヘキ、くせ;;heki;habit;kuse;"habit, peculiality, vice, trait, fault; curl, kink; mannerism";kuse;;;;;;heki;peki;kuse;guse;;;
2060;了;7;リョウ;;ryoo;"finish, complete; understand";-;-;ryoo;;;;;;ryoo;;;;;;
269;款;7;カン;;kan;"article, section; goodwill, friendship; collusion";-;-;;;;;;;kan;;;;;;
525;拳;7;ケン、こぶし;;ken;fist;kobushi;fist;ken;gen;;;;;ken;;;;;;
526;軒;7;ケン、のき;;ken;"house counter";noki;eaves;noki;ken;;;;;ken;;;;;;
782;祉;7;シ;;shi;happiness;-;-;;;;;;;si;;;;;;
1806;蔑;7;ベツ、さげす-む;;betsu;"ignore, despise, neglect, ridicule";sagesu(mu);"despise, ridicule";beQ;;;;;;betu;;;;;;
271;閑;7;カン;ひま、な;kan;leisure;-;-;kan;hima;;;;;kan;na;;;;;
783;肢;7;シ;;shi;"limbs, arms and legs";-;-;si;;;;;;si;;;;;;
1039;辱;7;ジョク、はずかし-める;;joku;"humiliate, put to shame, disgrace, insult; rape, assault";hazukashi(meru);"humiliate, put to shame, disgrace, insult; rape, assault";;;;;;;zyoku;;;;;;
1551;督;7;トク;;toku;"command, lead, supervise; urge";-;-;toku;;;;;;toku;;;;;;
272;勧;7;カン、すす-める;;kan;"recommend, advise, encourage; offer (wine) ";susu(meru);"recommend, advise, encourage; offer (wine) ";kan;;;;;;;;;;;;
1040;尻;7;しり;;-;-;shiri;"buttocks, hips; rear or back of a person; bottom(of a kettle); tail end, tag end";siri;;;;;;ziri;;;;;;
1296;耐;7;タイ、た-える;;tai;enduring;ta(eru);"endure; support; withstand, resist, brave, weather; be fit for, be equal to";tai;;;;;;tai;;;;;;
2064;涼;7;リョウ、すず-しい、すず-む;;ryoo;cool;"suzu(shii), suzu(mu)";"cool oneself, enjoy the evening air. cool, refreshing";ryoo;;;;;;ryoo;;;;;;
273;寛;7;カン;ひろ;kan;"leniency, generosity";-;-;kan;;;;;;;;;;;;
529;圏;7;ケン;;ken;"sphere, circle, range, radius";-;-;ken;;;;;;ken;;;;;;
1553;篤;7;トク;あつ;toku;"kind, cordial, fervent, affectionate; serious (illness)";-;-;toku;toQ;;;;;toku;;;;;;
2065;猟;7;リョウ;かり;ryoo;"shooting, hunting; game, take, bag ";-;-;ryoo;;;;;;ryoo;;;;;;
530;堅;7;ケン、かた-い;;ken;"hard, solid; tough, rigid; tight; steady, firm; strict; safe, reliable, upright; chaste, constant; stiff; bookish; classical; stubborn";kata(i);"hard, solid; tough, rigid; tight; steady, firm; strict; safe, reliable, upright; chaste, constant; stiff; bookish; classical; stubborn";ken;kata;;;;;ken;;;;;;
1298;怠;7;タイ、おこた-る、なま-ける;;tai;"laziness, neglect";"okota(ru), nama(keru)";"neglect; be off guard; be feeling better. be lazy, be idle";tai;;;;;;tai;;;;;;
2066;陵;7;リョウ、みささぎ;;ryoo;"imperial tomb";misasagi;"imperial tomb";ryoo;;;;;;ryoo;;;;;;
787;施;7;シ、セ、ほどこ-す;の;"shi, 	se";"give alms; conduct (educational work); carry out; administer (first aid); apply (bandages); perform (an operation)";hodoko(su);"give alms; conduct (educational work); carry out; administer (first aid); apply (bandages); perform (an operation)";si;se;;;;;si;se;;;;;
1043;伸;7;シン、の-びる、の-ばす、の-べる;;shin;stretching;"no(biru), no(basu), no(beru)";"extend, lengthen, stretch, spread; be postponed; increase; grow; progress, develop; be straightened, be flattened, be smoothed; be exhausted. let (nails) grow; straighten; uncoil; spread out; reach out; postpone; dilute; smooth out; develop (talents); amass (riches). make (a bed); widen ";sin;;;;;;sin;;;;;;
1299;胎;7;タイ;;tai;"womb, uterus";-;-;tai;;;;;;tai;;;;;;
1811;偏;7;ヘン、かたよ-る;;hen;"side; left radical of a character; inclining";katayo(ru);"lean, incline; be biased ";hen;;;;;;hen;ben;;;;;
20;依;7;イ、[エ];よ;"i, [e	]";"depend on";-;-;i;;;;;;e;i;;;;;
532;嫌;7;ケン、[ゲン]、きら-う、いや;;"ken, [gen]";"dislike, hate; be unwilling (to do something), ";"kira(u), iya";"hate, detest, dislike; disagreeable";ken;iya;;;;;gen;iya;;;;;
1812;遍;7;ヘン;あまね;hen;times;-;-;hen;;;;;;hen;pen;;;;;
2068;僚;7;リョウ;;ryoo;"official; companion";-;-;ryoo;;;;;;ryoo;;;;;;
533;献;7;ケン、[コン];;"ken, [kon]";"counter for drinks";-;-;ken;kon;;;;;ken;kon;;;;;
789;恣;7;シ;ほしいまま;shi;"self-indulgent, wayward, selfish, arbitrary";-;-;si;;;;;;si;;;;;;
1045;芯;7;シン;;shin;wick;-;-;sin;;;;;;;;;;;;
1557;栃;7;[とち];;-;-;[tochi];"horse chestnut";;;;;;;;;;;;;
22;威;7;イ;おど、たけ;i;"dignity, majesty, authority";-;-;i;;;;;;i;;;;;;
1302;泰;7;タイ;やす;tai;"calm ,peace; easy; large, wide";-;-;tai;;;;;;tai;;;;;;
1558;凸;7;トツ;;totsu;"projecting, beetle brow";-;-;toQ;totu;;;;;totu;;;;;;
2070;寮;7;リョウ;;ryoo;"hostel, dormitory; villa; tea pavilion ";-;-;ryoo;;;;;;ryoo;;;;;;
23;為;7;イ;ため、な;i;"change; be of use; reach to";-;-;i;;;;;;i;tame;;;;;
535;遣;7;ケン、つか-う、つか-わす;や;ken;"send, dispatch; give, donate, bestow on; do for (someone)";"tsuka(u), tsuka(wasu)";"send, dispatch; give, donate, bestow on; do for (someone); use; handle, manipulate; employ; need, want; spend, consume; speak (English); practice (fencing); take (one’s lunch); circulate (bad money)";ken;ya;;;;;ken;ka;;;;;
791;脂;7;シ、あぶら;;shi;"fat, rouge";abura;"fat, grease, tallow, blubber, lard, suet";si;abura;;;;;si;zi;;;;;
1047;辛;7;シン、から-い;つら、づら;shin;"H, eighth";kara(i);"hot, acrid, sharp; salty; bitter, trying; harsh, severe";sin;kara;;;;;kara;;;;;;
1303;堆;7;タイ;ツイ、うずたか;tai;"piled high";-;-;tai;tui;;;;;;;;;;;
1559;突;7;トツ、つ-く;;totsu;"protruding, thrusting";tsu(ku);"thrust, pierce, spear, stab, prick; gore; lunge at; push, poke; strike (a bell); attack; strike (at the heart); brave (a storm); be pungent; strike against; (words) rush (to one's lips) ";toQ;totu;;;;;totu;tu;;;;;
2071;療;7;リョウ;;ryoo;"heal, cure";-;-;ryoo;;;;;;ryoo;;;;;;
24;畏;7;イ、おそ-れる;かしこ;i;"fear, be overawed, be apprehensive";oso(reru);"fear, be overawed, be apprehensive";i;;;;;;;;;;;;
280;歓;7;カン;よろこ;kan;"joy, pleasure";-;-;kan;;;;;;kan;;;;;;
1048;侵;7;シン、おか-す;;shin;"invate, raid; violate, trespass, intrude on";oka(su);"invate, raid; violate, trespass, intrude on";sin;;;;;;;;;;;;
1304;袋;7;タイ、ふくろ;;tai;"bag; bag counter";fukuro;"bag, sack, pouch";hukuro;;;;;;bukuro;tai;;;;;
2072;瞭;7;リョウ;あき;ryoo;clear;-;-;ryoo;;;;;;ryoo;;;;;;
281;監;7;カン;ケン、ゲン;kan;"office, government office; director, head official";-;-;kan;;;;;;kan;;;;;;
793;紫;7;シ、むらさき;;shi;"purple, violet";murasaki;"purple, violet; soy sauce";murasaki;si;;;;;murasaki;si;;;;;
1305;逮;7;タイ;;tai;chase;-;-;tai;;;;;;;;;;;;
1561;屯;7;トン;たむろ;ton;"police station; camp";-;-;ton;;;;;;ton;;;;;;
2073;糧;7;リョウ、[ロウ]、かて;;"ryoo, [roo]";"food, provisions, bread";kate;"food, provisions, bread";ryoo;;;;;;ryoo;roo;;;;;
26;尉;7;イ;じょう;i;"jailer; old man; rank; company officer";-;-;i;;;;;;i;;;;;;
282;緩;7;カン、ゆる-い、ゆる-やか、ゆる-む、ゆる-める;;kan;"loosen, lessen; relax; be unguarded; be moderate";"yuru(i), yuru(yaka), yuru(mu), yuru(meru) ";"loose, slack; lenient, generous, slow; easy (grade); gentle; slow (stream); loosen, lessen; relax; be unguarded; be moderate; unbend, unfasten; ease, slacken; mitigate";kan;;;;;;kan;;;;;;
538;賢;7;ケン、かしこ-い;;ken;"wisdom, cleverness";kashiko(i);"wise, intelligent";ken;kasiko;;;;;ken;;;;;;
1050;津;7;シン、つ;;shin;"port, harbor; ferry";tsu;"port, harbor; ferry";tu;sin;;;;;tu;sin;;;;;
1306;替;7;タイ、か-える、か-わる;;tai;"change, turn, convert, exchange, renew, substitute, replace ";"ka(eru), ka(waru)";"change, turn, convert, exchange, renew, substitute, replace. relieve";;;;;;;ka;tai;ga;;;;
1562;豚;7;トン、ぶた;;ton;hog;buta;"pig, hog, swine";buta;ton;;;;;ton;buta;;;;;
283;憾;7;カン;;kan;"regret, be sorry for";-;-;;;;;;;kan;;;;;;
539;謙;7;ケン;へりくだ;ken;"humble oneself, condescend, be modest";-;-;ken;;;;;;ken;;;;;;
1563;頓;7;トン;とみ;ton;"suddenly, in a hurry, immediately";-;-;ton;;;;;;ton;;;;;;
1819;哺;7;ホ;;ho;"taking in the mouth";-;-;ho;;;;;;po;;;;;;
284;還;7;カン;ゲン、かえ;kan;"return; take one's leave; come again; come around (time)";-;-;kan;gen;;;;;kan;;;;;;
540;鍵;7;ケン、かぎ;;ken;(piano)key;kagi;key;ken;;;;;;ken;;;;;;
796;嗣;7;シ;つ;shi;heir;-;-;si;;;;;;si;;;;;;
1052;唇;7;シン、くちびる;;shin;lip;kuchibiru;lip;;;;;;;kutibiru;sin;;;;;
1564;貪;7;ドン、むさぼ-る;;don;coveting;musabo(ru);"covet, indulge in";don;;;;;;;;;;;;
1820;捕;7;ホ、と-らえる、と-らわれる、と-る、つか-まえる、つか-まる;;ho;"catch, arrest, capture ";"to(raeru), to(rawareru), to(ru), tsuka(maeru), tsuka(maru)";"catch, arrest, capture. be caught, be captured. be arrested; be a slave to; be seized with ";ho;to;;;;;ho;;;;;;
29;萎;7;イ、な-える;しぼ、しお;i;"wither, droop, weaken; be paralyzed, be lame";na(eru);"wither, droop, weaken; be paralyzed, be lame";i;;;;;;;;;;;;
541;繭;7;ケン、まゆ;;ken;cocoon;mayu;cocoon;mayu;ken;;;;;mayu;;;;;;
1053;娠;7;シン;;shin;pregnancy;-;-;;;;;;;sin;;;;;;
1309;滞;7;タイ、とどこお-る;;tai;stopping;todokoo(ru);"stagnate; be delayed, be left undone; be overdue, fall into arrears";tai;;;;;;tai;;;;;;
1565;鈍;7;ドン、にぶ-い、にぶ-る;;don;"dullness, slowness, foolishness";"nibu(i), nibu(ru)";"dull, slow; blunt (tool); dim (light); thick (voice). become dull, weaken ";don;;;;;;don;;;;;;
2077;厘;7;リン;;rin;"one-tenth of a sen; one-tenth of a bu";-;-;;;;;;;;;;;;;
30;偉;7;イ、えら-い;;i;greatness;era(i);"great, famous, excellent, remarkable";i;;;;;;i;;;;;;
286;環;7;カン;たまき;kan;ring;-;-;kan;;;;;;kan;;;;;;
542;顕;7;ケン;あらわ、あき;ken;"appear, emerge, come in sight, show up; be revealed, be discovered; be mentioned; become famous";-;-;ken;;;;;;ken;;;;;;
1054;振;7;シン、ふ-る、ふ-るう、ふ-れる;;shin;"wave, wag, swing, shake; sprinkle; brandish; jilt, reject; attach, allot";"fu(ru), fu(ruu), fu(reru)";"wave, wag, swing, shake; sprinkle; brandish; jilt, reject; attach, allot. lean toward, deflect, tend; shake, swing, oscillate. wield, be invigorated, be spirited, flourish ";sin;hu;;;;;sin;bu;;;;;
1566;曇;7;ドン、くも-る;;don;"cloud up; fog up, become dim, be blurred; be gloomy ";kumo(ru);"cloud up; fog up, become dim, be blurred; be gloomy ";don;;;;;;gumo;;;;;;
1822;舗;7;ホ;;ho;"shop, store";-;-;ho;;;;;;po;ho;;;;;
2078;倫;7;リン;;rin;companion;-;-;rin;;;;;;rin;;;;;;
31;椅;7;イ;;i;chair;-;-;i;;;;;;;;;;;;
1055;浸;7;シン、ひた-す、ひた-る;し;shin;"soak, dip, steep, immerse, moisten, wet, dunk, drench";"hita(su), hita(ru)";"soak, dip, steep, immerse, moisten, wet, dunk, drench. be soaked in, be immersed in, be flooded, be submerged; be bathed in; be addicted to ";sin;;;;;;;;;;;;
1311;戴;7;タイ;いただ;tai;"be crowned with, wear; live under (a ruler); install ( a president); receive, accept; buy; take, eat, drink (humble) ";-;-;tai;;;;;;dai;tai;;;;;
1567;丼;7;どんぶり、[どん];;-;-;"donburi, [don]";"bowl; bowl of food";donburi;;;;;;don;;;;;;
32;彙;7;イ;;i;"same kind";-;-;;;;;;;i;;;;;;
544;懸;7;ケン、[ケ]、か-ける、か-かる;;"ken, [ke]";"hang; set up (a ladder); cover; construct, install; sit down; sprinkle, pour on; put on; ring up; weigh; multiply; levy; pay (in installments); anchor; start (a machine); wind; turn on (radio); spend on; offer (prizes); put (under treatment); set (on fire)";"ka(keru), ka(karu)";"hang; set up (a ladder); cover; construct, install; sit down; sprinkle, pour on; put on; ring up; weigh; multiply; levy; pay (in installments); anchor; start (a machine); wind; turn on (radio); spend on; offer (prizes); put (under treatment); set (on fire). hang on, be suspended from, be caught, be trapped; be built; begin; arrive at; require, cost; play against, oppose; be splashed; weigh (a pound); be levied; (the instrument or tool) works; attack, fall on; is now showing at; consult; depend (on a son)";ke;ken;ka;;;;;;;;;;
1568;那;7;ナ;;na;what;-;-;;;;;;;na;;;;;;
1824;募;7;ボ、つの-る;;bo;"gather (contributions); campaign (for students); float (a loan); enlist (troops); grow violent";tsuno(ru);"gather (contributions); campaign (for students); float (a loan); enlist (troops); grow violent";bo;;;;;;bo;;;;;;
2080;隣;7;リン、とな-る、となり;;rin;neighboring;"tona(ru), tonari";"adjoin, nextdoor neighbor, adjoining";rin;tonari;;;;;rin;donari;;;;;
289;韓;7;カン;から;kan;Korea;-;-;;;;;;;kan;;;;;;
1569;奈;7;ナ;;na;what;-;-;na;;;;;;;;;;;;
34;違;7;イ、ちが-う、ちが-える;たが;i;"differ, vary; disagree with; be mistaken; cross or pass (someone); No (negation)";"chiga(u), chiga(eru)";"differ, vary; disagree with; be mistaken; cross or pass (someone); No (negation); change, alter, disguise; make a mistake; break (a promise); sprain, dislocate; cross (two sticks)";i;;;;;;i;;;;;;
290;艦;7;カン;;kan;warship;-;-;kan;;;;;;kan;;;;;;
546;幻;7;ゲン、まぼろし;;gen;"vision, dream; illusion, apparition";maboroshi;"vision, dream; illusion, apparition";gen;;;;;;gen;;;;;;
802;雌;7;シ、め、めす;;shi;female;"me, mesu";female;si;me;;;;;;;;;;;
1826;慕;7;ボ、した-う;;bo;"yearn for, love dearly, adore, follow";shita(u);"yearn for, love dearly, adore, follow";bo;;;;;;bo;;;;;;
2082;瑠;7;ル;;ru;"lapis lazuli";-;-;ru;;;;;;;;;;;;
35;維;7;イ;;i;"tie, rope";-;-;i;;;;;;i;;;;;;
291;鑑;7;カン、かんが-みる;かがみ;kan;"take warning from, learn a lesson from ";kanga(miru);"take warning from, learn a lesson from ";kan;;;;;;kan;kagami;;;;;
547;玄;7;ゲン;くろ;gen;"occultness, mystery, black";-;-;gen;kuro;;;;;gen;;;;;;
803;摯;7;シ;;shi;"gift, seriousness";-;-;;;;;;;si;;;;;;
1059;紳;7;シン;;shin;"good belt; gentleman";-;-;sin;;;;;;sin;;;;;;
1571;梨;7;なし;リ;-;-;nashi;"pear; pear tree";ri;nasi;;;;;ri;nasi;ri;nasi;;;
2083;涙;7;ルイ、なみだ;;rui;"tear, sympathy";namida;"tear, sympathy";namida;rui;;;;;rui;namida;;;;;
36;慰;7;イ、なぐさ-める、なぐさ-む;;i;"amuse oneself; make sport of; seduce";"nagusa(meru), nagusa(mu)";"amuse oneself; make sport of; seduce; comfort, console, cheer";i;;;;;;i;;;;;;
804;賜;7;シ、たまわ-る;たまもの、たま;shi;"deign to, grant, give, bestow on, honor with ";tamawa(ru);"deign to, grant, give, bestow on, honor with ";si;tamamono;;;;;si;;;;;;
1572;謎;7;なぞ;;-;-;nazo;"riddle, puzzle, enigma; hint, tip";nazo;;;;;;nazo;;;;;;
1828;簿;7;ボ;;bo;"record, book";-;-;bo;;;;;;bo;;;;;;
2084;累;7;ルイ;;rui;"involvement, trouble; tie up; pile up; continually ";-;-;rui;;;;;;rui;;;;;;
293;含;7;ガン、ふく-む、ふく-める;ゴン;gan;"hold in the mouth; bear in mind, understand; cherish, harbor; contain, comprise, have, hold, include, embrace; be charged or loaded with, be dripping with, be full of, be suffused with";"fuku(mu), fuku(meru)";"hold in the mouth; bear in mind, understand; cherish, harbor; contain, comprise, have, hold, include, embrace; be charged or loaded with, be dripping with, be full of, be suffused with; include, instruct, make one understand";gan;;;;;;gan;;;;;;
549;弦;7;ゲン、つる;;gen;"bowstring; chord (in geometry); hypotenuse; crescent (moon); bowstring; string (of an instrument)";tsuru;"bowstring; teakettle handle made of bamboo or vines";gen;turu;;;;;gen;;;;;;
805;諮;7;シ、はか-る;;shi;"consult with";haka(ru);"consult with";si;;;;;;;;;;;;
1317;滝;7;たき;;-;-;taki;"waterfall; rapids, cascade";taki;;;;;;daki;taki;;;;;
1573;鍋;7;なべ;;-;-;nabe;"pan, pot, kettle";nabe;;;;;;nabe;;;;;;
2085;塁;7;ルイ;;rui;"fort, rampart, walls; base (in baseball)";-;-;rui;;;;;;rui;;;;;;
38;緯;7;イ;よこいと;i;"woof; horizontal; left and right; parallels of latitude; latitude";-;-;i;yokoito;;;;;i;;;;;;
1062;診;7;シン、み-る;;shin;"seeing; diagnosing";mi(ru);"diagnose, examine";sin;;;;;;sin;;;;;;
1063;寝;7;シン、ね-る、ね-かす;;shin;"sleeping; resting; bed";"ne(ru), ne(kasu)";"sleep; retire; be bedridden; lie down; lie idle; remain unsold. put to sleep; send to bed; lay down, let lie idle";sin;ne;;;;;sin;ne;;;;;
1319;択;7;タク;えら;taku;"choose, select; cull out; elect; prefer; decide on";-;-;taku;;;;;;taku;;;;;;
1575;軟;7;ナン、やわ-らか、やわ-らかい;;nan;soft;"yawa(raka), yawa(rakai)";soft;nan;;;;;;nan;;;;;;
1831;芳;7;ホウ、かんば-しい;かお;hoo;fragrance;kanba(shii);"fragrant, balmy, favorable";hoo;;;;;;;;;;;;
296;玩;7;ガン;;gan;"play; take pleasure in; play (on an instrument); play with; make sport of; trifle with (affections)";-;-;gan;;;;;;gan;;;;;;
1064;慎;7;シン、つつし-む;;shin;"be discreet, be careful, be prudent, be cautious; restrain oneself, be moderate";tsutsushi(mu);"be discreet, be careful, be prudent, be cautious; restrain oneself, be moderate";sin;;;;;;sin;;;;;;
1320;沢;7;タク、さわ;;taku;"swamp; blessing";sawa;"swamp, marsh, dale, valley";taku;sawa;;;;;taku;;;;;;
1832;邦;7;ホウ;くに;hoo;country;-;-;hoo;;;;;;poo;hoo;;;;;
553;舷;7;ゲン;ふなばた;gen;gunwale;-;-;gen;;;;;;gen;;;;;;
1321;卓;7;タク;;taku;"table, desk; high";-;-;taQ;taku;;;;;taku;;;;;;
1833;奉;7;ホウ、[ブ]、たてまつ-る;;"hoo, [bu]";"present, dedicate; obey, follow, believe in, serve ";tatematsu(ru);"offer, present; revere; do respectfully";hoo;bu;;;;;poo;bu;;;;;
42;壱;7;イチ;;ichi;one;-;-;;;;;;;;;;;;;
298;頑;7;ガン;;gan;"stubborn; foolish";-;-;gan;;;;;;;;;;;;
1066;審;7;シン;つまび;shin;"hearing, trial, investigation";-;-;sin;;;;;;sin;;;;;;
1322;拓;7;タク;ひら;taku;"open, clear, break up (land)";-;-;taku;;;;;;taku;;;;;;
1578;尼;7;ニ、あま;;ni;nun;ama;nun;ni;ama;;;;;ni;;;;;;
2090;励;7;レイ、はげ-む、はげ-ます;;rei;"be diligent";"hage(mu), hage(masu)";"be diligent. encourage, inspire; raise (the voice) ";rei;;;;;;rei;;;;;;
43;逸;7;イツ;イチ;itsu;"idleness, leisure";-;-;itu;iQ;;;;;itu;;;;;;
1067;震;7;シン、ふる-う、ふる-える;;shin;"shake, tremble, quiver, shiver, shudder; vibrate";"furu(u), furu(eru)";"shake, tremble, quiver, shiver, shudder; vibrate";sin;;;;;;sin;;;;;;
1323;託;7;タク;かこつ;taku;"requesting, entrusting with";-;-;taku;;;;;;taku;;;;;;
1579;弐;7;ニ;;ni;"two, second";-;-;;;;;;;;;;;;;
1835;抱;7;ホウ、だ-く、いだ-く、かか-える;;hoo;"hug, embrace, hold in the arms; sit (on eggs) ";"da(ku), ida(ku), kaka(eru)";"hug, embrace, hold in the arms; sit (on eggs). entertain (hope); cherish (a desire); harbor (malice); hold, have. hold or carry under or in the arms ";hoo;;;;;;boo;hoo;;;;;
